t_index	tf-idf
565	0.011434051179217147
666	0.008230747944321827
773	0.011145239403180915
804	0.02575774677267913
830	0.011587425942715422
876	0.009363692101123469
1031	0.006331847862878484
1112	0.007676908566151861
1504	0.008808594230306247
1672	0.015790871695936067
1687	0.01391079754664491
2110	0.008845584106598196
2426	0.010627832916655679
2614	0.009538985311800174
3003	0.008594137745011584
3032	0.018104441798171132
3226	0.008107023295421076
3285	0.009279080059542106
3303	0.006645267915871449
3305	0.012779111882490524
3345	0.008262340084315412
3365	0.008664243897265736
3420	0.004656403726705953
3536	0.016044797317778806
3703	0.011509939676275846
3882	0.0046208434335397825
4062	0.009916799995297975
4069	0.021714346308953174
5050	0.010627832916655679
5317	0.007010394192984571
5465	0.005974240406993273
5469	0.01661214299261451
5499	0.004852088973068032
5723	0.021714346308953174
5828	0.009155701075042742
6373	0.008699804190431905
6488	0.008294205752733267
6545	0.004752945962561812
6648	0.00421893962058946
6784	0.018104441798171132
6842	0.012001396854052854
6854	0.01631754887177373
7010	0.023206645114509795
7034	0.010394074258756623
7050	0.009770537237319113
7266	0.007731434922129911
7401	0.006130879438298469
7641	0.014732068843323357
7665	0.006624877494126717
7689	0.010509098048496231
7719	0.0021472280418100244
7737	0.021714346308953174
7929	0.0040534977587040775
7952	0.005348933507324471
8000	0.006485222626376756
8092	0.014552498512222185
8141	0.01391079754664491
8346	0.014552498512222185
8387	0.0030124321052934326
8532	0.005421528794026262
8602	0.005759140990137704
8654	0.00839149234327081
8684	0.004414408299137709
8757	0.002520974927516426
8762	0.009916799995297975
8880	0.007842972600587292
8909	0.01362754538150127
8948	0.010282536580299245
8951	0.010069116698788658
9029	0.02575774677267913
9060	0.02575774677267913
9315	0.018104441798171132
9701	0.005363338463916797
9706	0.013002238481832467
9720	0.007195613737337674
9764	0.0022572832695921573
9765	0.0015023961005347453
9898	0.00962986552698469
9992	0.006921166508716559
10038	0.010121322704761697
10042	0.010942594001440141
10059	0.009363692101123469
10192	0.014552498512222185
10244	0.01661214299261451
10246	0.014732068843323357
10287	0.007759004052619079
10407	0.0079579963903269
10736	0.0022947120163434127
10892	0.009363692101123469
10906	0.008958838018106515
10975	0.014732068843323357
10977	0.010509098048496231
11012	0.014061041334445178
11015	0.00623913611657329
11037	0.0051393629517095885
11108	0.01983427215966202
11288	0.01511984418705789
11369	0.005791425949008598
11470	0.004573957936929943
11495	0.012090086969969504
11502	0.023206645114509795
11503	0.008664243897265736
11703	0.00660459941687341
12167	0.016044797317778806
12168	0.007570221046592365
12244	0.009676161253268607
12259	0.008882949521047817
12379	0.013493695659609473
12400	0.003895173919994297
12401	0.010394074258756623
12450	0.006899193537714189
12537	0.006791254373282557
12555	0.009115477049411711
12565	0.02575774677267913
12566	0.005525629600317015
12609	0.012090086969969504
12681	0.009867397082918958
12682	0.00787139329556685
