t_index	term	df
4935	gordon	7
4936	gore	66
4937	gorgeou	1
4938	gorton	8
4939	gosh	1
4940	gossip	1
4941	gostran	1
4942	got	134
4943	gotten	11
4944	gov	77
4945	gove	1
4946	gover	1
4947	govern	352
4948	government	3
4949	governor	78
4950	gown	3
4951	grab	15
4952	grabbi	1
4953	grace	6
4954	graceless	1
4955	graciou	3
4956	grade	6
4957	grado	1
4958	gradual	9
4959	graduat	5
4960	graf	2
4961	graff	1
4962	graffiti	2
4963	graham	3
4964	grai	3
4965	grain	3
4966	graini	1
4967	gram	12
4968	gramm	3
4969	grammar	1
4970	grand	66
4971	grandchildren	2
4972	granddaught	4
4973	grandfath	2
4974	grandios	1
4975	grandma	1
4976	grandmaison	1
4977	grandmom	1
4978	grandmoth	5
4979	grandson	13
4980	granger	5
4981	granit	1
4982	grant	48
4983	grapevin	1
4984	graphic	2
4985	grappl	3
4986	grasp	7
4987	grasslei	1
4988	grate	17
4989	gratifi	3
4990	gratitud	4
4991	grave	22
4992	gravesid	2
4993	gravest	1
4994	gravi	1
4995	gravit	1
4996	graviti	1
4997	graze	1
4998	great	97
4999	greater	30
5000	greatest	17
5001	greatli	2
5002	greec	4
5003	greed	1
5004	greek	3
5005	green	18
5006	greenhous	1
5007	greenleaf	1
5008	greenwai	1
5009	greenwood	2
5010	greet	32
5011	greg	20
5012	gregor	4
5013	gregori	1
5014	gregorio	1
5015	grei	1
5016	grenad	11
5017	grenada	2
5018	greta	3
5019	grew	19
5020	grid	2
5021	gridlock	2
5022	grief	10
5023	griev	8
5024	grievanc	4
5025	griffith	1
5026	grim	18
5027	grimac	4
5028	grin	5
5029	grind	4
5030	grip	18
5031	grisli	2
5032	gritti	2
5033	groan	1
5034	groceri	2
5035	groh	1
5036	groom	1
5037	groov	2
5038	grope	1
5039	grosanc	1
5040	grosjean	17
5041	gross	2
5042	grotesqu	3
5043	ground	104
5044	groundbreak	1
5045	groundless	3
5046	groundstrok	12
5047	groundwork	3
5048	group	192
5049	grove	1
5050	grow	61
5051	grown	17
5052	growth	8
5053	grubac	2
5054	gruber	1
5055	grucci	3
5056	grudg	1
5057	grudgingli	1
5058	gruel	5
5059	gruesom	2
5060	grumbl	2
5061	gruntlik	4
5062	gu	1
5063	guadalup	2
5064	guarante	21
5065	guaranti	2
5066	guard	80
5067	guardao	2
5068	guardian	5
5069	guardsmen	2
5070	guatemala	23
5071	guatemalan	2
5072	gubernatori	3
5073	guei	38
5074	guerilla	4
5075	guerrilla	18
5076	guess	18
5077	guest	14
5078	guevara	1
5079	gui	33
5080	guid	26
5081	guidelin	11
5082	guido	1
5083	guie	3
5084	guillermo	1
5085	guilt	4
5086	guilti	41
5087	guinea	2
5088	guis	3
5089	gujarat	39
5090	gujarati	2
5091	gujral	1
5092	gulch	1
5093	gulf	94
5094	gull	1
5095	gullast	1
5096	gum	1
5097	gun	50
5098	gunboat	2
5099	gunfight	1
5100	gunfir	9
5101	gung	1
5102	gunman	2
5103	gunmen	1
5104	gunn	4
5105	gunrun	1
5106	gunshot	8
5107	gupta	2
5108	gurnei	1
5109	guru	1
5110	gustavo	17
5111	gut	4
5112	gutman	1
5113	guzman	2
5114	guzun	1
5115	gymnasium	3
5116	gyro	2
5117	gyrocompass	1
5118	gyroscop	3
5119	haass	4
5120	habiar	1
5121	habib	1
5122	habit	2
5123	haddock	1
5124	hadhramaut	6
5125	hadi	1
5126	hadith	1
5127	hadn	7
5128	hadramaut	2
5129	hager	2
5130	hagerstown	2
5131	haggard	1
5132	haggl	1
5133	hagu	33
5134	hahdramaut	1
5135	hai	2
5136	haider	1
5137	haight	1
5138	hail	11
5139	haiphong	1
5140	hair	19
5141	hairbreadth	1
5142	hairstyl	5
5143	hairstylist	1
5144	haiti	1
5145	haitian	1
5146	hal	1
5147	hale	1
5148	halei	1
5149	halevi	2
5150	half	123
5151	halfwai	4
5152	haliberton	1
5153	hall	22
5154	halliburton	4
5155	hallwai	3
5156	halprin	15
5157	halt	22
5158	ham	2
5159	hama	9
5160	hamdi	1
5161	hamilton	5
5162	hammer	12
5163	hammerfest	1
5164	hammock	1
5165	hamper	15
5166	hampshir	4
5167	hampton	1
5168	hamstr	1
5169	hamza	2
5170	hancock	1
5171	hand	113
5172	handcount	1
5173	handcuf	3
5174	handgun	12
5175	handi	3
5176	handicap	1
5177	handili	1
5178	handl	38
5179	handler	1
5180	handov	4
5181	handpick	5
5182	handshak	3
5183	handsom	2
5184	handwritten	4
5185	hang	23
5186	hangar	4
5187	hanger	1
5188	hankei	1
5189	hanoi	39
5190	hanov	1
5191	hantuchova	6
5192	hap	1
5193	haphazard	1
5194	happen	145
5195	happi	36
5196	happier	4
5197	happiest	3
5198	happili	1
5199	hara	1
5200	haraldseid	1
5201	harass	5
5202	harazi	2
5203	harbor	99
5204	harborsid	1
5205	harbour	1
5206	harburi	3
5207	hard	87
5208	hardbal	1
5209	hardcourt	3
5210	harden	6
5211	harder	11
5212	hardest	22
5213	hardi	2
5214	hardli	15
5215	hardlin	1
5216	hardship	6
5217	hardwar	1
5218	haren	13
5219	harerb	1
5220	harin	1
5221	harjivan	3
5222	harlei	1
5223	harlem	1
5224	harm	8
5225	harmless	1
5226	harold	14
5227	harp	1
5228	harper	19
5229	harpoon	1
5230	harri	5
5231	harrison	2
5232	harrow	1
5233	harsh	16
5234	harshli	3
5235	hart	5
5236	harvard	2
5237	harvei	1
5238	harvest	1
5239	hashim	1
5240	hasid	3
5241	hass	1
5242	hassan	1
5243	hassl	1
5244	hast	3
5245	hasten	1
5246	hastert	5
5247	hasti	2
5248	hastili	4
5249	hat	2
5250	hatch	24
5251	hate	2
5252	hatim	1
5253	hatr	8
5254	haul	6
5255	haunt	8
5256	haut	1
5257	havana	1
5258	have	74
5259	haven	49
5260	haviar	2
5261	havoc	3
5262	haw	6
5263	hawaii	10
5264	hawk	3
5265	hawkin	25
5266	hawlei	1
5267	hayat	2
5268	hazard	1
5269	head	206
5270	headach	2
5271	headband	4
5272	headdress	1
5273	headi	2
5274	headlight	1
5275	headlin	25
5276	headlinenew	2
5277	headmast	1
5278	headphon	1
5279	headquart	54
5280	headset	1
5281	headwai	1
5282	heal	15
5283	heali	1
5284	health	73
5285	healthi	9
5286	heap	11
5287	hear	85
5288	heard	83
5289	heardnb	1
5290	hears	7
5291	hearst	9
5292	heart	43
5293	heartbeat	2
5294	heartbreak	2
5295	hearten	2
5296	heartfelt	2
5297	heat	29
5298	heath	2
5299	heaven	2
5300	heavi	65
5301	heaviest	2
5302	heavili	32
5303	heavyweight	6
5304	heck	1
5305	hedg	2
5306	heed	9
5307	heel	4
5308	hefe	1
5309	hegemoni	2
5310	heidi	2
5311	height	9
5312	heighten	29
5313	heir	3
5314	heiress	5
5315	heist	4
5316	heitkamp	2
5317	held	163
5318	helena	1
5319	helicopt	26
5320	hell	5
5321	hello	6
5322	helm	1
5323	helmet	11
5324	help	313
5325	helper	2
5326	helpless	4
5327	helplessli	1
5328	hem	1
5329	hemispher	4
5330	henderson	1
5331	henhous	1
5332	henin	3
5333	henman	12
5334	henri	35
5335	henrieta	3
5336	herald	8
5337	herb	2
5338	herbert	1
5339	herculean	1
5340	herd	5
5341	heritag	2
5342	hermann	1
5343	hernandez	5
5344	hernando	3
5345	hero	15
5346	heroic	8
5347	heroism	1
5348	herwig	1
5349	herzegovina	4
5350	hesit	6
5351	hetal	2
5352	heuberg	1
5353	hewitt	7
5354	hezbollah	4
5355	hiatu	2
5356	hiccup	1
5357	hicham	6
5358	hichim	1
5359	hickl	1
5360	hid	3
5361	hidden	5
5362	hide	55
5363	hideout	4
5364	hien	1
5365	high	208
5366	higher	43
5367	highest	41
5368	highland	3
5369	highli	37
5370	highlight	11
5371	highris	1
5372	highwai	19
5373	hijazi	1
5374	hike	2
5375	hill	32
5376	hillari	59
5377	hillary2000	1
5378	hilli	6
5379	hillsboro	1
5380	hillsid	18
5381	hilton	2
5382	hinder	2
5383	hindi	1
5384	hindsight	3
5385	hindu	8
5386	hing	6
5387	hingi	40
5388	hint	10
5389	hinterland	3
5390	hip	2
5391	hirashima	3
5392	hire	11
5393	hiro	5
5394	hiromi	1
5395	hisashi	2
5396	hisham	1
5397	hispan	8
5398	histor	30
5399	histori	95
5400	historian	7
5401	hit	20
5402	hitler	2
5403	hitter	1
5404	hiv	1
5405	hive	1
5406	hm	1
5407	hmm	1
5408	hmo	2
5409	hoan	2
5410	hobbl	2
5411	hobe	1
5412	hobnob	1
5413	hodeidah	2
5414	hoe	2
5415	hoei	1
5416	hoeven	1
5417	hoffman	4
5418	holbrook	1
5419	hold	141
5420	holden	3
5421	holder	4
5422	holdov	1
5423	holdup	9
5424	hole	21
5425	holf	1
5426	holi	22
5427	holidai	26
5428	holiest	2
5429	hollow	1
5430	hollywood	5
5431	holtz	1
5432	homag	1
5433	homback	1
5434	home	320
5435	homecom	6
5436	homegrown	2
5437	homeland	25
5438	homeless	23
5439	homemad	4
5440	homemak	2
5441	homeown	1
5442	homeport	3
5443	homestead	2
5444	hometown	16
5445	homework	1
5446	homicid	1
5447	homili	1
5448	hondura	9
5449	honduran	6
5450	honei	2
5451	honest	13
5452	honesti	5
5453	honestli	5
5454	honeymoon	1
5455	hong	1
5456	honk	4
5457	honolulu	1
5458	honor	58
5459	honorif	1
5460	hoogenboom	1
5461	hook	1
5462	hooper	1
5463	hoopla	1
5464	hop	8
5465	hope	216
5466	hopefulli	13
5467	horiuchi	2
5468	horizon	5
5469	horn	12
5470	horner	1
5471	horrend	3
5472	horribl	8
5473	horrif	6
5474	horrifi	5
5475	horror	3
5476	hors	6
5477	horsch	1
5478	horseback	3
5479	horsepow	1
5480	hose	7
5481	hosni	6
5482	hospit	88
5483	hoss	1
5484	host	22
5485	hostag	30
5486	hostil	15
5487	hot	15
5488	hotb	2
5489	hotel	69
5490	hoteol	1
5491	hothead	2
5492	hotli	9
5493	hound	2
5494	houphouet	6
5495	hour	287
5496	houri	1
5497	hourli	1
5498	hourlong	1
5499	hous	293
5500	household	3
5501	housekeep	1
5502	housew	2
5503	housewif	1
5504	houston	12
5505	hover	6
5506	howard	14
5507	hq	1
5508	hrbati	16
5509	htm	11
5510	html	12
5511	http	58
5512	huaman	2
5513	huang	1
5514	hub	4
5515	hubbard	1
5516	hubbel	8
5517	hubbl	1
5518	huber	2
5519	hubert	5
5520	huckabe	1
5521	huddl	7
5522	hudson	5
5523	hue	1
5524	huff	1
5525	huffington	3
5526	huffman	1
5527	hug	14
5528	huge	77
5529	hugh	2
5530	hugo	1
5531	huh	4
5532	hulk	2
5533	hull	78
5534	human	60
5535	humanitarian	31
5536	humbl	7
5537	humbler	1
5538	humid	3
5539	humil	2
5540	humili	10
5541	humor	2
5542	humphrei	2
5543	hunch	2
5544	hundr	105
5545	hung	12
5546	hungari	3
5547	hungarian	1
5548	hunger	4
5549	hungri	11
5550	hunt	25
5551	hunta	1
5552	hunter	11
5553	huntsvil	1
5554	hurdl	4
5555	hurl	8
5556	hurrah	1
5557	hurri	4
5558	hurrican	6
5559	hurt	37
5560	hurtado	1
5561	husarova	2
5562	husband	74
5563	hush	1
5564	huski	2
5565	hussain	1
5566	hussan	1
5567	hussein	8
5568	hussian	1
5569	hut	1
5570	hutchinson	2
5571	hutchison	5
5572	hwa	1
5573	hyderabad	3
5574	hydra	1
5575	hyena	2
5576	hygien	1
5577	hymlek	1
5578	hymn	4
5579	hype	3
5580	hyperinfl	7
5581	hypothermia	2
5582	hypothet	6
5583	hyster	2
5584	hysteria	1
5585	hz	1
5586	i	1
5587	iamaw	1
5588	ian	4
5589	iant	1
5590	ibero	5
5591	ibrahim	2
5592	ic	3
5593	icbl	1
5594	iceberg	1
5595	icg	1
5596	ick	2
5597	icn	1
5598	icon	5
5599	ida	2
5600	idaho	3
5601	idea	41
5602	ideal	12
5603	ident	31
5604	identif	23
5605	identifi	96
5606	ideolog	10
5607	ideologu	1
5608	idyl	3
5609	ignacio	4
5610	ignit	1
5611	ignomini	4
5612	ignor	22
5613	igor	26
5614	ii	32
5615	iii	9
5616	ili	4
5617	ilic	2
5618	ilija	1
5619	ilk	1
5620	ill	5
5621	illeg	44
5622	illegitim	7
5623	illicit	10
5624	illinoi	5
5625	illumin	1
5626	illus	3
5627	illustr	9
5628	illustri	2
5629	ilya	9
5630	imag	28
5631	imagin	28
5632	imam	2
5633	imbal	1
5634	imbu	1
5635	imf	2
5636	imlegitim	1
5637	immacul	1
5638	immedi	124
5639	immens	3
5640	immers	1
5641	immigr	29
5642	immin	5
5643	immobil	2
5644	immor	1
5645	immun	2
5646	imp	1
5647	impact	33
5648	imparti	5
5649	impass	6
5650	impati	3
5651	impeach	21
5652	impecc	2
5653	imped	3
5654	impedi	1
5655	impeech	1
5656	impend	3
5657	impenetr	1
5658	imper	1
5659	impercept	1
5660	imperfect	2
5661	imperi	2
5662	imperialist	4
5663	imperson	3
5664	impetu	2
5665	impich	1
5666	implement	10
5667	impli	5
5668	implic	14
5669	implicit	2
5670	implod	1
5671	implor	2
5672	imponder	1
5673	import	138
5674	importantli	2
5675	impos	39
5676	imposs	37
5677	impot	1
5678	impoverish	17
5679	impract	1
5680	impress	18
5681	imprimatur	1
5682	imprison	12
5683	improb	3
5684	impromptu	2
5685	improp	3
5686	improperli	1
5687	improprieti	1
5688	improv	59
5689	improvis	3
5690	impuls	2
5691	impun	4
5692	inabl	9
5693	inaccess	3
5694	inaccur	4
5695	inact	1
5696	inadequ	7
5697	inadequaci	1
5698	inadvert	1
5699	inappropri	9
5700	inaugur	26
5701	incap	2
5702	incapac	15
5703	incarcer	4
5704	incas	1
5705	incens	3
5706	incent	5
5707	incerlik	1
5708	inch	20
5709	inchon	1
5710	incid	47
5711	incident	1
5712	incirlik	2
5713	incit	7
5714	inclin	4
5715	includ	293
5716	inclus	4
5717	incom	15
5718	incompat	2
5719	incompet	1
5720	incomplet	6
5721	incomprehens	1
5722	inconceiv	2
5723	inconclus	3
5724	incorrect	2
5725	incorrectli	1
5726	increas	42
5727	increasingli	30
5728	incred	19
5729	incredul	1
5730	incrimin	3
5731	incub	1
5732	incumb	30
5733	indecis	3
5734	indefens	1
5735	indefinit	14
5736	independ	97
5737	index	5
5738	india	68
5739	indian	49
5740	indiana	5
5741	indic	79
5742	indict	47
5743	indiffer	2
5744	indign	7
5745	indirect	1
5746	indirectli	4
5747	indiscret	1
5748	indispens	1
5749	indit	3
5750	individu	35
5751	indo	1
5752	indochina	2
5753	indonesia	9
5754	indonesian	1
5755	indoor	6
5756	induc	3
5757	induct	1
5758	inducte	1
5759	indulg	1
5760	industri	28
5761	ineffect	5
5762	ineffectu	2
5763	ineffici	2
5764	inelig	1
5765	inequ	1
5766	inescap	2
5767	inevit	15
5768	inexcus	2
5769	inexpens	1
5770	inexplic	1
5771	infam	2
5772	infanc	1
5773	infant	8
5774	infect	6
5775	infest	7
5776	infight	3
5777	infiltr	10
5778	inflam	4
5779	inflamm	2
5780	inflat	19
5781	inflict	17
5782	influenc	48
5783	influenti	8
5784	influx	1
5785	info	1
5786	inform	165
5787	infrastructur	3
5788	infuri	3
5789	ingal	3
5790	ingenu	1
5791	ingest	2
5792	ingrati	2
5793	inhabit	7
5794	inherit	4
5795	inhibit	2
5796	inim	1
5797	iniquit	1
5798	initi	93
5799	inject	8
5800	injur	159
5801	injuri	63
5802	injustic	2
5803	ink	1
5804	inkl	3
5805	inlai	1
5806	inland	1
5807	inmat	41
5808	inn	5
5809	innat	1
5810	inner	18
5811	innoc	30
5812	innocu	1
5813	innov	6
5814	innsbrook	2
5815	innumer	2
5816	inquir	1
5817	inquiri	30
5818	inquisit	3
5819	inquisitor	1
5820	insati	1
5821	insect	1
5822	insecur	1
5823	insepar	1
5824	insert	3
5825	insid	124
5826	insight	1
5827	insinu	1
5828	insist	91
5829	inspect	13
5830	inspector	13
5831	inspir	12
5832	inspit	1
5833	instabl	14
5834	instal	26
5835	instanc	16
5836	instant	4
5837	instantan	2
5838	instantli	15
5839	instead	72
5840	instil	1
5841	instinct	5
5842	institut	75
5843	institution	4
5844	instituto	1
5845	instruct	15
5846	instrument	11
5847	insular	1
5848	insult	3
5849	insur	11
5850	insurg	17
5851	insurmount	1
5852	insurrect	3
5853	intact	6
5854	integr	6
5855	intellectu	5
5856	intellig	110
5857	intelligentia	1
5858	intend	49
5859	intens	29
5860	intensifi	15
5861	intent	35
5862	intention	1
5863	inter	1
5864	interact	2
5865	interced	3
5866	intercept	6
5867	intercontinent	1
5868	interdict	1
5869	interest	71
5870	interf	1
5871	interfax	8
5872	interfer	3
5873	interim	25
5874	interior	22
5875	intermediari	2
5876	intermingl	1
5877	intermitt	5
5878	intern	218
5879	internation	3
5880	internet	18
5881	interpret	8
5882	interraci	1
5883	interrog	16
5884	interrupt	13
5885	intersect	4
5886	interst	2
5887	intertwin	3
5888	interv	1
5889	interven	17
5890	intervent	14
5891	interview	120
5892	intifada	1
5893	intim	1
5894	intimid	7
5895	intoler	2
5896	intox	6
5897	intransit	1
5898	intric	2
5899	intricaci	1
5900	intrigu	5
5901	introduc	14
5902	introduct	2
5903	introductori	1
5904	introspect	1
5905	intrus	1
5906	intyr	2
5907	inund	2
5908	invad	2
5909	invalid	7
5910	invas	5
5911	invent	7
5912	invert	1
5913	invest	34
5914	investbanka	1
5915	investig	279
5916	investigat	1
5917	investor	16
5918	invigor	1
5919	invinc	2
5920	inviol	1
5921	invit	26
5922	invok	1
5923	involv	137
5924	inward	2
5925	iowa	12
5926	ipd	1
5927	ira	3
5928	iran	18
5929	iranian	5
5930	iraq	26
5931	iraqi	8
5932	irina	2
5933	irish	2
5934	iron	32
5935	ironi	1
5936	irrat	1
5937	irregular	17
5938	irrelev	2
5939	irrespons	3
5940	irrevers	4
5941	irrevoc	2
5942	irrit	1
5943	irv	24
5944	irvingpd	12
5945	iryani	11
5946	is	1
5947	isabela	1
5948	isff	1
5949	isham	2
5950	isl	1
5951	islam	68
5952	islamabad	4
5953	islamist	1
5954	islamiya	2
5955	island	23
5956	islaymiyya	1
5957	islyki	1
5958	ismael	3
5959	isn	16
5960	isol	34
5961	isolationist	1
5962	isra	47
5963	israel	73
5964	issu	161
5965	issuanc	3
5966	istanbul	1
5967	itali	11
5968	italian	5
5969	itar	4
5970	itch	2
5971	item	7
5972	itf	1
5973	ithaca	2
5974	itiner	1
5975	itinerari	4
5976	itogi	2
5977	iva	6
5978	ivan	4
5979	ivanak	1
5980	ivanov	20
5981	ivashkov	1
5982	ivo	1
5983	ivoirian	6
5984	ivoirit	2
5985	ivon	2
5986	ivori	51
5987	ivorian	27
5988	iwo	2
5989	izetbegov	1
5990	j	33
5991	ja	3
5992	jack	20
5993	jacket	6
5994	jackhamm	2
5995	jacki	4
5996	jackson	4
5997	jacksonvil	2
5998	jacob	1
5999	jacobson	1
6000	jacqu	7
6001	jag	8
6002	jagdishthandra	1
6003	jagland	3
6004	jai	4
6005	jail	55
6006	jailbreak	1
6007	jaim	5
6008	jaisalm	1
6009	jakarta	1
6010	jake	25
6011	jalpataua	5
6012	jam	13
6013	jamal	6
6014	jambiya	1
6015	jame	56
6016	jami	2
6017	jan	42
6018	jana	1
6019	janata	3
6020	jane	9
6021	janel	1
6022	janet	16
6023	janett	2
6024	jang	2
6025	jangonibi	1
6026	janiss	3
6027	janitor	1
6028	jankov	1
6029	januari	22
6030	japan	64
6031	japanes	36
6032	jarcob	1
6033	jason	1
6034	jauntier	1
6035	javier	7
6036	jayantil	1
6037	jayn	5
6038	jayshre	1
6039	jaysukhlalani	1
6040	jazeera	3
6041	jazera	1
6042	jd	1
6043	jdc	1
6044	jealous	1
6045	jean	56
6046	jeann	1
6047	jeanni	2
6048	jeb	2
6049	jeep	11
6050	jeevan	1
6051	jeff	4
6052	jefferson	15
6053	jefford	2
6054	jefri	1
6055	jehangir	1
6056	jelena	8
6057	jen	4
6058	jenna	2
6059	jenni	1
6060	jennif	44
6061	jeopard	1
6062	jeopardi	2
6063	jerica	1
6064	jerk	1
6065	jerom	3
6066	jerri	10
6067	jerrold	1
6068	jersei	19
6069	jerudong	1
6070	jerusalem	10
6071	jess	2
6072	jessi	2
6073	jesu	2
6074	jet	19
6075	jethwa	1
6076	jew	5
6077	jewel	1
6078	jewelri	3
6079	jewish	12
6080	jhonni	1
6081	jiang	7
6082	jiddah	1
6083	jig	1
6084	jihad	21
6085	jihadi	1
6086	jihadist	2
6087	jim	51
6088	jima	2
6089	jimen	1
6090	jimmi	10
6091	jing	1
6092	jiri	11
6093	jiten	1
6094	jitsukawa	1
6095	jo	9
6096	joachim	1
6097	joan	4
6098	job	103
6099	jobe	1
6100	jobless	2
6101	jochamowitz	2
6102	jockei	1
6103	jocular	1
6104	jodi	3
6105	joe	5
6106	joel	1
6107	joerg	1
6108	jog	1
6109	johann	1
6110	johansson	3
6111	john	135
6112	johnashcroft	6
6113	johnn	1
6114	johnni	1
6115	johnson	14
6116	joi	12
6117	join	117
6118	joint	31
6119	jointli	1
6120	joke	16
6121	jolt	8
6122	jon	14
6123	jonathan	12
6124	jone	14
6125	jong	2
6126	jordan	11
6127	jordanian	4
6128	jorg	3
6129	joschka	2
6130	jose	16
6131	joseph	42
6132	josh	1
6133	joshi	1
6134	joshua	3
6135	josip	1
6136	jospin	1
6137	jostl	2
6138	journalist	37
6139	journei	19
6140	journeyni	1
6141	joust	2
6142	jovanov	1
6143	jovic	1
6144	joy	1
6145	joyou	4
6146	joyous	1
6147	joyrid	1
6148	joytosna	3
6149	jr	26
6150	jrm	1
6151	jtf	2
6152	juan	17
6153	juana	1
6154	juarez	1
6155	jubil	13
6156	judd	4
6157	judg	63
6158	judgement	1
6159	judgeship	1
6160	judgment	9
6161	judi	3
6162	judici	24
6163	judiciari	12
6164	judith	4
6165	juelu	1
6166	jug	1
6167	juggler	1
6168	jugic	1
6169	jukic	1
6170	jul	1
6171	juli	60
6172	julio	4
6173	jumbl	2
6174	jump	18
6175	jumper	1
6176	junction	1
6177	june	41
6178	jung	5
6179	jungl	1
6180	junior	9
6181	junk	10
6182	junta	23
6183	jurenovich	3
6184	jurgua	1
6185	juri	14
6186	jurisdict	2
6187	jurisprud	1
6188	jurist	1
6189	juror	2
6190	just	348
6191	justic	102
6192	justif	5
6193	justifi	12
6194	justin	7
6195	kafelnikov	29
6196	kaffu	1
6197	kahn	4
6198	kai	4
6199	kalamazoo	2
6200	kalashnikov	2
6201	kalemegdan	1
6202	kalmen	1
6203	kaluga	1
6204	kamarau	1
6205	kamikaz	3
6206	kamisar	1
6207	kan	4
6208	kandahar	3
6209	kansa	14
6210	kansara	1
6211	karachi	3
6212	karadich	1
6213	karadjordjev	1
6214	karadz	3
6215	karamo	1
6216	karat	1
6217	karen	1
6218	karim	12
6219	karin	2
6220	karisma	1
6221	karita	1
6222	karl	2
6223	karol	3
6224	karuth	1
6225	kashmir	2
6226	kasich	1
6227	kasra	1
6228	katarina	1
6229	kathi	1
6230	kathia	3
6231	kathleen	4
6232	kati	3
6233	katmandu	1
6234	katzenbach	1
6235	kay	1
6236	kcep	3
6237	kearnei	1
6238	keedysvil	1
6239	keef	1
6240	keel	7
6241	keeler	1
6242	keen	3
6243	keep	42
6244	kei	73
6245	keith	11
6246	kelli	2
6247	kemba	1
6248	kemp	4
6249	ken	7
6250	kendal	1
6251	kendel	1
6252	kenedi	19
6253	kennedi	22
6254	kenneth	22
6255	kenni	1
6256	kent	4
6257	kentucki	6
6258	kenya	39
6259	kenyan	2
6260	kenzo	3
6261	kept	63
6262	kera	1
6263	kerchief	1
6264	kerrei	1
6265	kerri	2
6266	keshubhai	4
6267	ketan	1
6268	kevin	6
6269	keyboard	3
6270	keyston	2
6271	kft	1
6272	kgb	5
6273	kha	7
6274	khai	1
6275	khaldei	1
6276	khale	4
6277	khalifa	3
6278	khamri	1
6279	khoan	1
6280	khobar	8
6281	khou	2
6282	khouang	1
6283	ki	1
6284	kick	14
6285	kickback	6
6286	kid	10
6287	kidnap	31
6288	kidnapp	6
6289	kidnei	6
6290	kiefer	4
6291	kieli	1
6292	kielli	1
6293	kill	431
6294	killer	21
6295	kilomet	3
6296	kim	20
6297	kin	3
6298	kind	115
6299	kinda	2
6300	kinder	1
6301	king	17
6302	kingdom	3
6303	kingsvil	1
6304	kinship	1
6305	kipper	1
6306	kiri	1
6307	kirk	17
6308	kirti	1
6309	kiss	8
6310	kissimme	1
6311	kit	12
6312	kitchen	11
6313	kitkat	1
6314	kitti	2
6315	kktv	4
6316	klebanov	9
6317	klempson	1
6318	kline	2
6319	klink	3
6320	kmov	5
6321	knack	2
6322	knee	2
6323	kneel	2
6324	knew	54
6325	knez	1
6326	knife	6
6327	knippschild	1
6328	knit	1
6329	knive	4
6330	knock	28
6331	knockout	1
6332	knot	1
6333	know	247
6334	knowingli	1
6335	knowledg	16
6336	known	156
6337	knoxvil	5
6338	kobe	1
6339	koch	1
6340	kofi	13
6341	kohl	2
6342	kohut	1
6343	kokilabehn	1
6344	koler	3
6345	koleskinov	1
6346	kolesnikov	13
6347	kollek	1
6348	kolubara	17
6349	kolubarska	1
6350	komasagua	1
6351	komers	2
6352	komsomolskaya	1
6353	konan	12
6354	kone	3
6355	kong	1
6356	konsensu	1
6357	korac	4
6358	koran	2
6359	korea	11
6360	korean	9
6361	korhogo	8
6362	kornblum	1
6363	korton	1
6364	koryerov	1
6365	kosovar	3
6366	kosovo	47
6367	kosovor	1
6368	kosovska	1
6369	kostinitca	1
6370	kostolac	1
6371	kostrolot	1
6372	kostroma	1
6373	kostunica	103
6374	kothari	1
6375	kouassi	1
6376	kournikova	22
6377	kovac	1
6378	kovacev	4
6379	kragujevac	2
6380	kraljevo	1
6381	krall	1
6382	krasnaya	1
6383	kratochvil	2
6384	krauss	1
6385	kremlin	4
6386	krin	1
6387	krishna	1
6388	kristen	1
6389	kristi	1
6390	kristina	1
6391	krugel	2
6392	kubikov	1
6393	kucera	3
6394	kuchera	1
6395	kuerten	16
6396	kuerton	1
6397	kugel	1
6398	kuluada	1
6399	kumamoto	1
6400	kumbh	3
6401	kumsomolitz	1
6402	kuntal	3
6403	kurd	1
6404	kuroyedov	5
6405	kursk	55
6406	kursumlija	1
6407	kurti	1
6408	kusa	1
6409	kusi	1
6410	kutch	3
6411	kuwait	15
6412	kuwaiti	1
6413	kvashnin	1
6414	ky	1
6415	kyl	3
6416	kyushu	2
6417	lab	8
6418	label	7
6419	labor	23
6420	laboratori	12
6421	labori	1
6422	labu	1
6423	lac	1
6424	lace	3
6425	lacei	1
6426	lacina	1
6427	lack	46
6428	lackei	3
6429	lacki	1
6430	ladder	5
6431	laden	90
6432	ladi	32
6433	lae	1
6434	lafayett	2
6435	lag	3
6436	lahat	1
6437	lahej	5
6438	lahiri	1
6439	lai	24
6440	laid	17
6441	lain	2
6442	lair	1
6443	lake	6
6444	lakeina	2
6445	lakiba	2
6446	lakshmi	3
6447	lal	1
6448	lam	4
6449	lamb	1
6450	lambast	1
6451	lambent	1
6452	lambert	2
6453	lame	2
6454	lament	3
6455	lamont	1
6456	lamp	2
6457	lan	2
6458	lanc	1
6459	lancast	1
6460	lanchin	1
6461	land	53
6462	landlord	6
6463	landmark	6
6464	landmin	1
6465	landown	1
6466	landscap	3
6467	landslid	42
6468	landstuhl	21
6469	lane	4
6470	lang	1
6471	langdon	1
6472	langhorn	1
6473	langston	1
6474	languag	25
6475	languish	2
6476	lans	1
6477	lanviara	1
