t_index	tf-idf
2	0.005376340857996156
15	0.006515341481707071
272	0.026661527361194187
625	0.008298179245735983
763	0.006345998015080872
1396	0.012075932346443536
1488	0.007547694490201471
1504	0.009117667712071379
1558	0.008454975068277248
1637	0.02138029936708925
2048	0.004819786313607917
2157	0.00711866153124968
2267	0.007728523044569188
2426	0.011000739334783948
2496	0.005492231185042854
2523	0.013458457375931852
2601	0.015248983539580315
2709	0.012704820282014367
3429	0.015063112495107174
3536	0.016607772662262273
3617	0.009394133075633351
3703	0.011913797208776753
3826	0.010316589991716503
3882	0.004782978290856968
3884	0.012422498498054707
3973	0.011465090871519023
4036	0.009561615022203722
4551	0.004174851173523916
4685	0.012608369542527849
4816	0.005944616518934599
4851	0.015063112495107174
5066	0.00996775554547538
5171	0.00865206733063787
5287	0.009736799942647758
5292	0.012332856698215355
5465	0.006183862877414089
5485	0.013704323372425215
5495	0.005101159845983727
5499	0.005022337708965155
5544	0.008931796667598236
5736	0.009233705130788528
6012	0.016890094446221932
6087	0.011682841605949129
6138	0.012905371886922298
6190	0.004366972589732949
6243	0.012422498498054707
6461	0.011536300434871473
6498	0.016607772662262273
6545	0.00491971599633591
6555	0.00657350445450543
6636	0.008002713340450258
6685	0.013967158665209804
6831	0.017526503807174666
6891	0.005263872152156793
6964	0.011127737785385903
7266	0.008002713340450258
7420	0.005319691476330977
7641	0.015248983539580315
7663	0.010700615645914634
7719	0.002222569376610376
8000	0.006712774297477695
8027	0.008423095378320283
8059	0.011536300434871473
8387	0.0031181314774089914
8419	0.008685930671104873
8587	0.006692564166692043
8627	0.01983563919993415
8684	0.004569299818405699
8757	0.002609430188131037
8759	0.0060966828551844415
8762	0.010264757889869833
8880	0.00811816462166053
8944	0.015248983539580315
8990	0.0062193012791837395
9035	0.010369137041621655
9066	0.008237224333847142
9149	0.010264757889869833
9265	0.010817843378879385
9397	0.015444390510730772
9516	0.018739685370036785
9570	0.015868115770156694
9764	0.0023364861913322326
10042	0.01132654466815734
10058	0.011758281709123844
10059	0.009692242701162888
10255	0.018739685370036785
10263	0.01410570486857149
10288	0.013227501773104226
10407	0.008237224333847142
10654	0.011536300434871473
10743	0.00839148025315515
10781	0.007946273778999294
10826	0.01439889570617631
10839	0.01983563919993415
10892	0.009692242701162888
10917	0.010369137041621655
11064	0.009079760924504339
11219	0.02053021153368525
11389	0.007423592287909434
11495	0.01251430054786317
11503	0.008968252455064532
11671	0.005477550624608063
12166	0.008968252455064532
12304	0.009155955478759536
12356	0.009155955478759536
12382	0.018739685370036785
12400	0.004031846689116904
12450	0.007141270503949774
12555	0.009435318349391068
12557	0.004674641112028641
12560	0.007808728127375063
12573	0.011608866452116999
12644	0.0024340901820667374
12682	0.008147582534007792
